;;;weiblich;männlich;
2009;sonstg. Brustorgane (C39);35 - 39;<5;<5;
2009;sonstg. Brustorgane (C39);40 - 44;<5;<5;
2009;sonstg. Brustorgane (C39);45 - 49;<5;<5;
2009;sonstg. Brustorgane (C39);50 - 54;<5;<5;
2009;sonstg. Brustorgane (C39);55 - 59;<5;<5;
2009;sonstg. Brustorgane (C39);60 - 64;<5;<5;
2009;sonstg. Brustorgane (C39);65 - 69;<5;<5;
2009;sonstg. Brustorgane (C39);70 - 74;<5;<5;
2009;sonstg. Brustorgane (C39);75 - 79;<5;<5;
2009;sonstg. Brustorgane (C39);80 - 84;<5;<5;
2009;sonstg. Brustorgane (C39);85+;<5;<5;
2009;Knochen u. Gelenkknorpel (C40-C41);0 - 4;<5;<5;
2009;Knochen u. Gelenkknorpel (C40-C41);5 - 9;7;8;
2009;Knochen u. Gelenkknorpel (C40-C41);10 - 14;15;29;
2009;Knochen u. Gelenkknorpel (C40-C41);15 - 19;23;60;
2009;Knochen u. Gelenkknorpel (C40-C41);20 - 24;17;24;
2009;Knochen u. Gelenkknorpel (C40-C41);25 - 29;22;23;
2009;Knochen u. Gelenkknorpel (C40-C41);30 - 34;8;21;
2009;Knochen u. Gelenkknorpel (C40-C41);35 - 39;13;19;
2009;Knochen u. Gelenkknorpel (C40-C41);40 - 44;21;24;
2009;Knochen u. Gelenkknorpel (C40-C41);45 - 49;27;33;
2009;Knochen u. Gelenkknorpel (C40-C41);50 - 54;23;30;
2009;Knochen u. Gelenkknorpel (C40-C41);55 - 59;28;32;
2009;Knochen u. Gelenkknorpel (C40-C41);60 - 64;26;39;
2009;Knochen u. Gelenkknorpel (C40-C41);65 - 69;24;53;
2009;Knochen u. Gelenkknorpel (C40-C41);70 - 74;28;44;
2009;Knochen u. Gelenkknorpel (C40-C41);75 - 79;26;28;
2009;Knochen u. Gelenkknorpel (C40-C41);80 - 84;26;20;
2009;Knochen u. Gelenkknorpel (C40-C41);85+;21;10;
2009;Malignes Melanom der Haut (C43);0 - 4;<5;<5;
2009;Malignes Melanom der Haut (C43);5 - 9;<5;<5;
2009;Malignes Melanom der Haut (C43);10 - 14;<5;<5;
2009;Malignes Melanom der Haut (C43);15 - 19;40;29;
2009;Malignes Melanom der Haut (C43);20 - 24;204;79;
2009;Malignes Melanom der Haut (C43);25 - 29;355;168;
2009;Malignes Melanom der Haut (C43);30 - 34;367;193;
2009;Malignes Melanom der Haut (C43);35 - 39;632;333;
2009;Malignes Melanom der Haut (C43);40 - 44;935;598;
2009;Malignes Melanom der Haut (C43);45 - 49;945;792;
2009;Malignes Melanom der Haut (C43);50 - 54;932;755;
2009;Malignes Melanom der Haut (C43);55 - 59;929;952;
2009;Malignes Melanom der Haut (C43);60 - 64;809;1.120;
2009;Malignes Melanom der Haut (C43);65 - 69;1.118;1.743;
2009;Malignes Melanom der Haut (C43);70 - 74;1.088;1.795;
2009;Malignes Melanom der Haut (C43);75 - 79;770;1.104;
2009;Malignes Melanom der Haut (C43);80 - 84;696;755;
2009;Malignes Melanom der Haut (C43);85+;620;466;
2009;Weichteile u. mesotheliales Gewebe (C45-C49);0 - 4;38;58;
2009;Weichteile u. mesotheliales Gewebe (C45-C49);5 - 9;13;10;
2009;Weichteile u. mesotheliales Gewebe (C45-C49);10 - 14;14;21;
2009;Weichteile u. mesotheliales Gewebe (C45-C49);15 - 19;23;30;
2009;Weichteile u. mesotheliales Gewebe (C45-C49);20 - 24;31;30;
2009;Weichteile u. mesotheliales Gewebe (C45-C49);25 - 29;51;43;
2009;Weichteile u. mesotheliales Gewebe (C45-C49);30 - 34;28;70;
2009;Weichteile u. mesotheliales Gewebe (C45-C49);35 - 39;41;54;
2009;Weichteile u. mesotheliales Gewebe (C45-C49);40 - 44;100;93;
2009;Weichteile u. mesotheliales Gewebe (C45-C49);45 - 49;112;139;
2009;Weichteile u. mesotheliales Gewebe (C45-C49);50 - 54;137;201;
2009;Weichteile u. mesotheliales Gewebe (C45-C49);55 - 59;185;190;
2009;Weichteile u. mesotheliales Gewebe (C45-C49);60 - 64;214;306;
2009;Weichteile u. mesotheliales Gewebe (C45-C49);65 - 69;275;490;
2009;Weichteile u. mesotheliales Gewebe (C45-C49);70 - 74;311;600;
2009;Weichteile u. mesotheliales Gewebe (C45-C49);75 - 79;252;426;
2009;Weichteile u. mesotheliales Gewebe (C45-C49);80 - 84;206;370;
2009;Weichteile u. mesotheliales Gewebe (C45-C49);85+;167;195;
2009;Brustdrüse (C50);0 - 4;<5;<5;
2009;Brustdrüse (C50);5 - 9;<5;<5;
2009;Brustdrüse (C50);10 - 14;<5;<5;
2009;Brustdrüse (C50);15 - 19;<5;<5;
2009;Brustdrüse (C50);20 - 24;43;<5;
2009;Brustdrüse (C50);25 - 29;295;<5;
2009;Brustdrüse (C50);30 - 34;799;<5;
2009;Brustdrüse (C50);35 - 39;1.783;8;
2009;Brustdrüse (C50);40 - 44;4.020;15;
2009;Brustdrüse (C50);45 - 49;6.442;25;
2009;Brustdrüse (C50);50 - 54;8.124;34;
2009;Brustdrüse (C50);55 - 59;8.413;49;
2009;Brustdrüse (C50);60 - 64;9.159;70;
2009;Brustdrüse (C50);65 - 69;12.104;111;
2009;Brustdrüse (C50);70 - 74;8.750;128;
2009;Brustdrüse (C50);75 - 79;6.567;80;
2009;Brustdrüse (C50);80 - 84;5.513;64;
2009;Brustdrüse (C50);85+;5.701;35;
2009;Vulva (C51);0 - 4;<5;x;
2009;Vulva (C51);5 - 9;<5;x;
2009;Vulva (C51);10 - 14;<5;x;
2009;Vulva (C51);15 - 19;<5;x;
2009;Vulva (C51);20 - 24;7;x;
2009;Vulva (C51);25 - 29;16;x;
2009;Vulva (C51);30 - 34;22;x;
2009;Vulva (C51);35 - 39;59;x;
2009;Vulva (C51);40 - 44;109;x;
2009;Vulva (C51);45 - 49;167;x;
2009;Vulva (C51);50 - 54;165;x;
2009;Vulva (C51);55 - 59;205;x;
2009;Vulva (C51);60 - 64;237;x;
2009;Vulva (C51);65 - 69;311;x;
2009;Vulva (C51);70 - 74;421;x;
2009;Vulva (C51);75 - 79;355;x;
2009;Vulva (C51);80 - 84;345;x;
2009;Vulva (C51);85+;489;x;
2009;Vagina (C52);0 - 4;<5;x;
2009;Vagina (C52);5 - 9;<5;x;
2009;Vagina (C52);10 - 14;<5;x;
2009;Vagina (C52);15 - 19;<5;x;
2009;Vagina (C52);20 - 24;<5;x;
2009;Vagina (C52);25 - 29;<5;x;
2009;Vagina (C52);30 - 34;<5;x;
2009;Vagina (C52);35 - 39;6;x;
2009;Vagina (C52);40 - 44;8;x;
2009;Vagina (C52);45 - 49;19;x;
2009;Vagina (C52);50 - 54;21;x;
2009;Vagina (C52);55 - 59;30;x;
2009;Vagina (C52);60 - 64;33;x;
2009;Vagina (C52);65 - 69;51;x;
2009;Vagina (C52);70 - 74;66;x;
2009;Vagina (C52);75 - 79;52;x;
2009;Vagina (C52);80 - 84;63;x;
2009;Vagina (C52);85+;73;x;
2009;Gebärmutterhals (C53);0 - 4;<5;x;
2009;Gebärmutterhals (C53);5 - 9;<5;x;
2009;Gebärmutterhals (C53);10 - 14;<5;x;
2009;Gebärmutterhals (C53);15 - 19;<5;x;
2009;Gebärmutterhals (C53);20 - 24;36;x;
2009;Gebärmutterhals (C53);25 - 29;161;x;
2009;Gebärmutterhals (C53);30 - 34;292;x;
2009;Gebärmutterhals (C53);35 - 39;480;x;
2009;Gebärmutterhals (C53);40 - 44;708;x;
2009;Gebärmutterhals (C53);45 - 49;661;x;
2009;Gebärmutterhals (C53);50 - 54;547;x;
2009;Gebärmutterhals (C53);55 - 59;457;x;
2009;Gebärmutterhals (C53);60 - 64;372;x;
2009;Gebärmutterhals (C53);65 - 69;359;x;
2009;Gebärmutterhals (C53);70 - 74;344;x;
2009;Gebärmutterhals (C53);75 - 79;288;x;
2009;Gebärmutterhals (C53);80 - 84;225;x;
2009;Gebärmutterhals (C53);85+;278;x;
2009;Gebärmutterkörper (C54-C55);0 - 4;<5;x;
2009;Gebärmutterkörper (C54-C55);5 - 9;<5;x;
2009;Gebärmutterkörper (C54-C55);10 - 14;<5;x;
2009;Gebärmutterkörper (C54-C55);15 - 19;<5;x;
2009;Gebärmutterkörper (C54-C55);20 - 24;5;x;
2009;Gebärmutterkörper (C54-C55);25 - 29;8;x;
2009;Gebärmutterkörper (C54-C55);30 - 34;40;x;
2009;Gebärmutterkörper (C54-C55);35 - 39;128;x;
2009;Gebärmutterkörper (C54-C55);40 - 44;228;x;
2009;Gebärmutterkörper (C54-C55);45 - 49;434;x;
2009;Gebärmutterkörper (C54-C55);50 - 54;879;x;
2009;Gebärmutterkörper (C54-C55);55 - 59;1.288;x;
2009;Gebärmutterkörper (C54-C55);60 - 64;1.318;x;
2009;Gebärmutterkörper (C54-C55);65 - 69;2.010;x;
2009;Gebärmutterkörper (C54-C55);70 - 74;2.160;x;
2009;Gebärmutterkörper (C54-C55);75 - 79;1.469;x;
2009;Gebärmutterkörper (C54-C55);80 - 84;1.013;x;
2009;Gebärmutterkörper (C54-C55);85+;891;x;
2009;Eierstöcke (C56);0 - 4;<5;x;
2009;Eierstöcke (C56);5 - 9;6;x;
2009;Eierstöcke (C56);10 - 14;6;x;
2009;Eierstöcke (C56);15 - 19;25;x;
2009;Eierstöcke (C56);20 - 24;29;x;
2009;Eierstöcke (C56);25 - 29;40;x;
2009;Eierstöcke (C56);30 - 34;74;x;
2009;Eierstöcke (C56);35 - 39;142;x;
2009;Eierstöcke (C56);40 - 44;285;x;
2009;Eierstöcke (C56);45 - 49;523;x;
2009;Eierstöcke (C56);50 - 54;613;x;
2009;Eierstöcke (C56);55 - 59;664;x;
2009;Eierstöcke (C56);60 - 64;724;x;
2009;Eierstöcke (C56);65 - 69;1.221;x;
2009;Eierstöcke (C56);70 - 74;1.229;x;
2009;Eierstöcke (C56);75 - 79;937;x;
2009;Eierstöcke (C56);80 - 84;919;x;
2009;Eierstöcke (C56);85+;736;x;
2009;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);0 - 4;<5;x;
2009;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);5 - 9;<5;x;
2009;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);10 - 14;<5;x;
2009;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);15 - 19;<5;x;
2009;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);20 - 24;<5;x;
2009;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);25 - 29;<5;x;
2009;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);30 - 34;<5;x;
2009;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);35 - 39;<5;x;
2009;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);40 - 44;10;x;
2009;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);45 - 49;28;x;
2009;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);50 - 54;39;x;
2009;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);55 - 59;42;x;
2009;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);60 - 64;52;x;
2009;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);65 - 69;109;x;
2009;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);70 - 74;98;x;
2009;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);75 - 79;79;x;
2009;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);80 - 84;80;x;
2009;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);85+;74;x;
2009;Plazenta (C58);0 - 4;<5;x;
2009;Plazenta (C58);5 - 9;<5;x;
2009;Plazenta (C58);10 - 14;<5;x;
2009;Plazenta (C58);15 - 19;<5;x;
2009;Plazenta (C58);20 - 24;<5;x;
2009;Plazenta (C58);25 - 29;5;x;
2009;Plazenta (C58);30 - 34;<5;x;
2009;Plazenta (C58);35 - 39;<5;x;
2009;Plazenta (C58);40 - 44;<5;x;
2009;Plazenta (C58);45 - 49;<5;x;
2009;Plazenta (C58);50 - 54;<5;x;
2009;Plazenta (C58);55 - 59;<5;x;
2009;Plazenta (C58);60 - 64;<5;x;
2009;Plazenta (C58);65 - 69;<5;x;
2009;Plazenta (C58);70 - 74;<5;x;
2009;Plazenta (C58);75 - 79;<5;x;
2009;Plazenta (C58);80 - 84;<5;x;
2009;Plazenta (C58);85+;<5;x;
2009;Penis (C60);0 - 4;x;<5;
2009;Penis (C60);5 - 9;x;<5;
2009;Penis (C60);10 - 14;x;<5;
2009;Penis (C60);15 - 19;x;<5;
2009;Penis (C60);20 - 24;x;<5;
2009;Penis (C60);25 - 29;x;<5;
2009;Penis (C60);30 - 34;x;<5;
2009;Penis (C60);35 - 39;x;7;
2009;Penis (C60);40 - 44;x;21;
2009;Penis (C60);45 - 49;x;38;
2009;Penis (C60);50 - 54;x;58;
2009;Penis (C60);55 - 59;x;68;
2009;Penis (C60);60 - 64;x;79;
2009;Penis (C60);65 - 69;x;136;
2009;Penis (C60);70 - 74;x;123;
2009;Penis (C60);75 - 79;x;91;
2009;Penis (C60);80 - 84;x;66;
2009;Penis (C60);85+;x;43;
2009;Prostata (C61);0 - 4;x;<5;
2009;Prostata (C61);5 - 9;x;<5;
2009;Prostata (C61);10 - 14;x;<5;
2009;Prostata (C61);15 - 19;x;<5;
2009;Prostata (C61);20 - 24;x;<5;
2009;Prostata (C61);25 - 29;x;<5;
2009;Prostata (C61);30 - 34;x;<5;
2009;Prostata (C61);35 - 39;x;8;
2009;Prostata (C61);40 - 44;x;86;
2009;Prostata (C61);45 - 49;x;629;
2009;Prostata (C61);50 - 54;x;1.967;
2009;Prostata (C61);55 - 59;x;4.933;
2009;Prostata (C61);60 - 64;x;8.450;
2009;Prostata (C61);65 - 69;x;15.862;
2009;Prostata (C61);70 - 74;x;16.852;
2009;Prostata (C61);75 - 79;x;10.393;
2009;Prostata (C61);80 - 84;x;6.236;
2009;Prostata (C61);85+;x;4.196;
2009;Hoden (C62);0 - 4;x;7;
2009;Hoden (C62);5 - 9;x;<5;
2009;Hoden (C62);10 - 14;x;<5;
2009;Hoden (C62);15 - 19;x;102;
2009;Hoden (C62);20 - 24;x;333;
2009;Hoden (C62);25 - 29;x;562;
2009;Hoden (C62);30 - 34;x;635;
2009;Hoden (C62);35 - 39;x;674;
2009;Hoden (C62);40 - 44;x;701;
2009;Hoden (C62);45 - 49;x;563;
2009;Hoden (C62);50 - 54;x;292;
2009;Hoden (C62);55 - 59;x;135;
2009;Hoden (C62);60 - 64;x;80;
2009;Hoden (C62);65 - 69;x;78;
2009;Hoden (C62);70 - 74;x;45;
2009;Hoden (C62);75 - 79;x;28;
2009;Hoden (C62);80 - 84;x;14;
2009;Hoden (C62);85+;x;13;
2009;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);0 - 4;x;<5;
2009;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);5 - 9;x;<5;
2009;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);10 - 14;x;<5;
2009;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);15 - 19;x;<5;
2009;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);20 - 24;x;<5;
2009;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);25 - 29;x;<5;
2009;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);30 - 34;x;<5;
2009;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);35 - 39;x;<5;
2009;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);40 - 44;x;<5;
2009;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);45 - 49;x;7;
2009;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);50 - 54;x;8;
2009;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);55 - 59;x;6;
2009;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);60 - 64;x;7;
2009;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);65 - 69;x;20;
2009;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);70 - 74;x;23;
2009;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);75 - 79;x;22;
2009;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);80 - 84;x;11;
2009;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);85+;x;7;
2009;Niere (C64);0 - 4;44;48;
2009;Niere (C64);5 - 9;10;5;
2009;Niere (C64);10 - 14;<5;<5;
2009;Niere (C64);15 - 19;<5;<5;
2009;Niere (C64);20 - 24;9;6;
2009;Niere (C64);25 - 29;16;16;
2009;Niere (C64);30 - 34;19;34;
2009;Niere (C64);35 - 39;53;121;
2009;Niere (C64);40 - 44;122;282;
2009;Niere (C64);45 - 49;237;548;
2009;Niere (C64);50 - 54;329;692;
2009;Niere (C64);55 - 59;528;1.083;
2009;Niere (C64);60 - 64;504;1.014;
2009;Niere (C64);65 - 69;939;1.708;
2009;Niere (C64);70 - 74;1.096;1.959;
2009;Niere (C64);75 - 79;974;1.348;
2009;Niere (C64);80 - 84;771;853;
2009;Niere (C64);85+;574;405;
2009;Nierenbecken (C65);0 - 4;<5;<5;
2009;Nierenbecken (C65);5 - 9;<5;<5;
2009;Nierenbecken (C65);10 - 14;<5;<5;
2009;Nierenbecken (C65);15 - 19;<5;<5;
2009;Nierenbecken (C65);20 - 24;<5;<5;
2009;Nierenbecken (C65);25 - 29;<5;<5;
2009;Nierenbecken (C65);30 - 34;<5;<5;
2009;Nierenbecken (C65);35 - 39;<5;<5;
2009;Nierenbecken (C65);40 - 44;5;9;
2009;Nierenbecken (C65);45 - 49;7;20;
2009;Nierenbecken (C65);50 - 54;16;31;
2009;Nierenbecken (C65);55 - 59;25;52;
2009;Nierenbecken (C65);60 - 64;30;59;
2009;Nierenbecken (C65);65 - 69;69;130;
2009;Nierenbecken (C65);70 - 74;119;163;
2009;Nierenbecken (C65);75 - 79;111;127;
2009;Nierenbecken (C65);80 - 84;93;110;
2009;Nierenbecken (C65);85+;67;50;
2009;Harnleiter (C66);0 - 4;<5;<5;
2009;Harnleiter (C66);5 - 9;<5;<5;
2009;Harnleiter (C66);10 - 14;<5;<5;
2009;Harnleiter (C66);15 - 19;<5;<5;
2009;Harnleiter (C66);20 - 24;<5;<5;
2009;Harnleiter (C66);25 - 29;<5;<5;
2009;Harnleiter (C66);30 - 34;<5;<5;
2009;Harnleiter (C66);35 - 39;<5;<5;
2009;Harnleiter (C66);40 - 44;<5;<5;
2009;Harnleiter (C66);45 - 49;<5;<5;
2009;Harnleiter (C66);50 - 54;<5;10;
2009;Harnleiter (C66);55 - 59;8;22;
2009;Harnleiter (C66);60 - 64;13;35;
2009;Harnleiter (C66);65 - 69;25;74;
2009;Harnleiter (C66);70 - 74;44;84;
2009;Harnleiter (C66);75 - 79;45;72;
2009;Harnleiter (C66);80 - 84;53;70;
2009;Harnleiter (C66);85+;28;27;
2009;Harnblase (C67);0 - 4;<5;<5;
2009;Harnblase (C67);5 - 9;<5;<5;
2009;Harnblase (C67);10 - 14;<5;<5;
2009;Harnblase (C67);15 - 19;<5;<5;
2009;Harnblase (C67);20 - 24;<5;<5;
2009;Harnblase (C67);25 - 29;<5;<5;
2009;Harnblase (C67);30 - 34;7;5;
2009;Harnblase (C67);35 - 39;16;36;
2009;Harnblase (C67);40 - 44;44;84;
2009;Harnblase (C67);45 - 49;89;237;
2009;Harnblase (C67);50 - 54;146;499;
2009;Harnblase (C67);55 - 59;211;793;
2009;Harnblase (C67);60 - 64;294;1.069;
2009;Harnblase (C67);65 - 69;535;1.988;
2009;Harnblase (C67);70 - 74;714;2.511;
2009;Harnblase (C67);75 - 79;655;2.158;
2009;Harnblase (C67);80 - 84;810;1.907;
2009;Harnblase (C67);85+;881;1.270;
2009;sonstg./n.n.bez. Harnorgane (C68);0 - 4;<5;<5;
2009;sonstg./n.n.bez. Harnorgane (C68);5 - 9;<5;<5;
2009;sonstg./n.n.bez. Harnorgane (C68);10 - 14;<5;<5;
2009;sonstg./n.n.bez. Harnorgane (C68);15 - 19;<5;<5;
2009;sonstg./n.n.bez. Harnorgane (C68);20 - 24;<5;<5;
2009;sonstg./n.n.bez. Harnorgane (C68);25 - 29;<5;<5;
2009;sonstg./n.n.bez. Harnorgane (C68);30 - 34;<5;<5;
2009;sonstg./n.n.bez. Harnorgane (C68);35 - 39;<5;<5;
2009;sonstg./n.n.bez. Harnorgane (C68);40 - 44;<5;<5;
2009;sonstg./n.n.bez. Harnorgane (C68);45 - 49;<5;8;
2009;sonstg./n.n.bez. Harnorgane (C68);50 - 54;7;12;
2009;sonstg./n.n.bez. Harnorgane (C68);55 - 59;8;18;
2009;sonstg./n.n.bez. Harnorgane (C68);60 - 64;11;32;
2009;sonstg./n.n.bez. Harnorgane (C68);65 - 69;23;51;
2009;sonstg./n.n.bez. Harnorgane (C68);70 - 74;46;86;
2009;sonstg./n.n.bez. Harnorgane (C68);75 - 79;38;99;
2009;sonstg./n.n.bez. Harnorgane (C68);80 - 84;34;74;
2009;sonstg./n.n.bez. Harnorgane (C68);85+;58;64;
2009;Auge (C69);0 - 4;20;20;
2009;Auge (C69);5 - 9;<5;<5;
2009;Auge (C69);10 - 14;<5;<5;
2009;Auge (C69);15 - 19;<5;<5;
2009;Auge (C69);20 - 24;<5;<5;
2009;Auge (C69);25 - 29;<5;<5;
2009;Auge (C69);30 - 34;6;6;
2009;Auge (C69);35 - 39;7;11;
2009;Auge (C69);40 - 44;15;19;
2009;Auge (C69);45 - 49;30;39;
2009;Auge (C69);50 - 54;38;33;
2009;Auge (C69);55 - 59;34;52;
2009;Auge (C69);60 - 64;63;56;
2009;Auge (C69);65 - 69;64;65;
2009;Auge (C69);70 - 74;77;73;
2009;Auge (C69);75 - 79;54;49;
2009;Auge (C69);80 - 84;52;38;
2009;Auge (C69);85+;32;24;
2009;Zentrales Nervensystem (C70-C72);0 - 4;40;55;
2009;Zentrales Nervensystem (C70-C72);5 - 9;36;53;
2009;Zentrales Nervensystem (C70-C72);10 - 14;34;47;
2009;Zentrales Nervensystem (C70-C72);15 - 19;36;48;
2009;Zentrales Nervensystem (C70-C72);20 - 24;55;67;
2009;Zentrales Nervensystem (C70-C72);25 - 29;50;91;
2009;Zentrales Nervensystem (C70-C72);30 - 34;74;133;
2009;Zentrales Nervensystem (C70-C72);35 - 39;69;143;
2009;Zentrales Nervensystem (C70-C72);40 - 44;131;217;
2009;Zentrales Nervensystem (C70-C72);45 - 49;183;292;
2009;Zentrales Nervensystem (C70-C72);50 - 54;227;330;
2009;Zentrales Nervensystem (C70-C72);55 - 59;269;443;
2009;Zentrales Nervensystem (C70-C72);60 - 64;310;403;
2009;Zentrales Nervensystem (C70-C72);65 - 69;372;516;
2009;Zentrales Nervensystem (C70-C72);70 - 74;428;546;
2009;Zentrales Nervensystem (C70-C72);75 - 79;366;401;
2009;Zentrales Nervensystem (C70-C72);80 - 84;334;243;
2009;Zentrales Nervensystem (C70-C72);85+;248;105;
2009;Schilddrüse (C73);0 - 4;<5;<5;
2009;Schilddrüse (C73);5 - 9;5;<5;
2009;Schilddrüse (C73);10 - 14;9;8;
2009;Schilddrüse (C73);15 - 19;67;25;
2009;Schilddrüse (C73);20 - 24;132;38;
2009;Schilddrüse (C73);25 - 29;199;46;
2009;Schilddrüse (C73);30 - 34;297;88;
2009;Schilddrüse (C73);35 - 39;429;99;
2009;Schilddrüse (C73);40 - 44;512;205;
2009;Schilddrüse (C73);45 - 49;593;202;
2009;Schilddrüse (C73);50 - 54;516;222;
2009;Schilddrüse (C73);55 - 59;496;244;
2009;Schilddrüse (C73);60 - 64;420;218;
2009;Schilddrüse (C73);65 - 69;398;237;
2009;Schilddrüse (C73);70 - 74;351;190;
2009;Schilddrüse (C73);75 - 79;223;100;
2009;Schilddrüse (C73);80 - 84;160;71;
2009;Schilddrüse (C73);85+;111;30;
2009;Nebenniere (C74);0 - 4;16;20;
2009;Nebenniere (C74);5 - 9;<5;<5;
2009;Nebenniere (C74);10 - 14;<5;<5;
2009;Nebenniere (C74);15 - 19;<5;<5;
2009;Nebenniere (C74);20 - 24;<5;<5;
2009;Nebenniere (C74);25 - 29;<5;<5;
2009;Nebenniere (C74);30 - 34;<5;<5;
2009;Nebenniere (C74);35 - 39;<5;5;
2009;Nebenniere (C74);40 - 44;9;11;
2009;Nebenniere (C74);45 - 49;13;10;
2009;Nebenniere (C74);50 - 54;10;9;
2009;Nebenniere (C74);55 - 59;11;8;
2009;Nebenniere (C74);60 - 64;15;8;
2009;Nebenniere (C74);65 - 69;19;18;
2009;Nebenniere (C74);70 - 74;22;14;
2009;Nebenniere (C74);75 - 79;14;13;
2009;Nebenniere (C74);80 - 84;14;7;
2009;Nebenniere (C74);85+;11;<5;
2009;sonstg. endokrine Drüsen u. verw. Strukturen (C75);0 - 4;<5;<5;
2009;sonstg. endokrine Drüsen u. verw. Strukturen (C75);5 - 9;<5;<5;
2009;sonstg. endokrine Drüsen u. verw. Strukturen (C75);10 - 14;<5;<5;
2009;sonstg. endokrine Drüsen u. verw. Strukturen (C75);15 - 19;<5;6;
2009;sonstg. endokrine Drüsen u. verw. Strukturen (C75);20 - 24;<5;5;
2009;sonstg. endokrine Drüsen u. verw. Strukturen (C75);25 - 29;<5;<5;
2009;sonstg. endokrine Drüsen u. verw. Strukturen (C75);30 - 34;<5;<5;
2009;sonstg. endokrine Drüsen u. verw. Strukturen (C75);35 - 39;<5;<5;
2009;sonstg. endokrine Drüsen u. verw. Strukturen (C75);40 - 44;<5;8;
2009;sonstg. endokrine Drüsen u. verw. Strukturen (C75);45 - 49;<5;6;
2009;sonstg. endokrine Drüsen u. verw. Strukturen (C75);50 - 54;6;10;
2009;sonstg. endokrine Drüsen u. verw. Strukturen (C75);55 - 59;7;6;
2009;sonstg. endokrine Drüsen u. verw. Strukturen (C75);60 - 64;9;6;
2009;sonstg. endokrine Drüsen u. verw. Strukturen (C75);65 - 69;8;10;
2009;sonstg. endokrine Drüsen u. verw. Strukturen (C75);70 - 74;11;11;
2009;sonstg. endokrine Drüsen u. verw. Strukturen (C75);75 - 79;5;6;
2009;sonstg. endokrine Drüsen u. verw. Strukturen (C75);80 - 84;<5;6;
2009;sonstg. endokrine Drüsen u. verw. Strukturen (C75);85+;5;<5;
2009;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);0 - 4;<5;<5;
2009;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);5 - 9;<5;<5;
2009;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);10 - 14;<5;<5;
2009;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);15 - 19;<5;7;
2009;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);20 - 24;<5;6;
2009;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);25 - 29;10;13;
2009;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);30 - 34;14;17;
2009;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);35 - 39;36;31;
2009;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);40 - 44;87;101;
2009;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);45 - 49;160;199;
2009;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);50 - 54;269;300;
2009;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);55 - 59;293;436;
2009;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);60 - 64;318;441;
2009;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);65 - 69;617;918;
2009;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);70 - 74;778;958;
2009;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);75 - 79;803;786;
