;;;weiblich;männlich;
2008;sonstg. endokrine Drüsen u. verw. Strukturen (C75);0 - 4;<5;<5;
2008;sonstg. endokrine Drüsen u. verw. Strukturen (C75);5 - 9;<5;<5;
2008;sonstg. endokrine Drüsen u. verw. Strukturen (C75);10 - 14;<5;<5;
2008;sonstg. endokrine Drüsen u. verw. Strukturen (C75);15 - 19;<5;<5;
2008;sonstg. endokrine Drüsen u. verw. Strukturen (C75);20 - 24;<5;<5;
2008;sonstg. endokrine Drüsen u. verw. Strukturen (C75);25 - 29;<5;<5;
2008;sonstg. endokrine Drüsen u. verw. Strukturen (C75);30 - 34;<5;<5;
2008;sonstg. endokrine Drüsen u. verw. Strukturen (C75);35 - 39;<5;<5;
2008;sonstg. endokrine Drüsen u. verw. Strukturen (C75);40 - 44;<5;<5;
2008;sonstg. endokrine Drüsen u. verw. Strukturen (C75);45 - 49;5;7;
2008;sonstg. endokrine Drüsen u. verw. Strukturen (C75);50 - 54;5;<5;
2008;sonstg. endokrine Drüsen u. verw. Strukturen (C75);55 - 59;5;7;
2008;sonstg. endokrine Drüsen u. verw. Strukturen (C75);60 - 64;8;5;
2008;sonstg. endokrine Drüsen u. verw. Strukturen (C75);65 - 69;9;9;
2008;sonstg. endokrine Drüsen u. verw. Strukturen (C75);70 - 74;11;10;
2008;sonstg. endokrine Drüsen u. verw. Strukturen (C75);75 - 79;7;7;
2008;sonstg. endokrine Drüsen u. verw. Strukturen (C75);80 - 84;10;<5;
2008;sonstg. endokrine Drüsen u. verw. Strukturen (C75);85+;6;<5;
2008;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);0 - 4;<5;<5;
2008;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);5 - 9;<5;<5;
2008;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);10 - 14;<5;<5;
2008;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);15 - 19;<5;<5;
2008;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);20 - 24;6;5;
2008;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);25 - 29;12;15;
2008;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);30 - 34;17;18;
2008;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);35 - 39;37;36;
2008;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);40 - 44;80;116;
2008;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);45 - 49;133;225;
2008;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);50 - 54;219;341;
2008;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);55 - 59;263;432;
2008;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);60 - 64;338;528;
2008;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);65 - 69;556;873;
2008;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);70 - 74;766;928;
2008;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);75 - 79;854;782;
2008;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);80 - 84;1.108;782;
2008;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);85+;1.624;590;
2008;Morbus Hodgkin (C81);0 - 4;<5;<5;
2008;Morbus Hodgkin (C81);5 - 9;5;17;
2008;Morbus Hodgkin (C81);10 - 14;23;31;
2008;Morbus Hodgkin (C81);15 - 19;82;82;
2008;Morbus Hodgkin (C81);20 - 24;99;108;
2008;Morbus Hodgkin (C81);25 - 29;100;96;
2008;Morbus Hodgkin (C81);30 - 34;71;94;
2008;Morbus Hodgkin (C81);35 - 39;70;95;
2008;Morbus Hodgkin (C81);40 - 44;59;111;
2008;Morbus Hodgkin (C81);45 - 49;54;99;
2008;Morbus Hodgkin (C81);50 - 54;49;78;
2008;Morbus Hodgkin (C81);55 - 59;46;84;
2008;Morbus Hodgkin (C81);60 - 64;41;69;
2008;Morbus Hodgkin (C81);65 - 69;69;89;
2008;Morbus Hodgkin (C81);70 - 74;61;70;
2008;Morbus Hodgkin (C81);75 - 79;50;54;
2008;Morbus Hodgkin (C81);80 - 84;54;41;
2008;Morbus Hodgkin (C81);85+;25;16;
2008;Non-Hodgkin-Lymphome (C82-C88);0 - 4;7;13;
2008;Non-Hodgkin-Lymphome (C82-C88);5 - 9;16;29;
2008;Non-Hodgkin-Lymphome (C82-C88);10 - 14;20;26;
2008;Non-Hodgkin-Lymphome (C82-C88);15 - 19;24;47;
2008;Non-Hodgkin-Lymphome (C82-C88);20 - 24;42;70;
2008;Non-Hodgkin-Lymphome (C82-C88);25 - 29;41;97;
2008;Non-Hodgkin-Lymphome (C82-C88);30 - 34;56;98;
2008;Non-Hodgkin-Lymphome (C82-C88);35 - 39;91;165;
2008;Non-Hodgkin-Lymphome (C82-C88);40 - 44;240;303;
2008;Non-Hodgkin-Lymphome (C82-C88);45 - 49;259;445;
2008;Non-Hodgkin-Lymphome (C82-C88);50 - 54;394;527;
2008;Non-Hodgkin-Lymphome (C82-C88);55 - 59;551;767;
2008;Non-Hodgkin-Lymphome (C82-C88);60 - 64;613;802;
2008;Non-Hodgkin-Lymphome (C82-C88);65 - 69;1.135;1.357;
2008;Non-Hodgkin-Lymphome (C82-C88);70 - 74;1.064;1.418;
2008;Non-Hodgkin-Lymphome (C82-C88);75 - 79;961;1.062;
2008;Non-Hodgkin-Lymphome (C82-C88);80 - 84;1.015;753;
2008;Non-Hodgkin-Lymphome (C82-C88);85+;880;482;
2008;Multiples Myelom (C90);0 - 4;<5;<5;
2008;Multiples Myelom (C90);5 - 9;<5;<5;
2008;Multiples Myelom (C90);10 - 14;<5;<5;
2008;Multiples Myelom (C90);15 - 19;<5;<5;
2008;Multiples Myelom (C90);20 - 24;<5;<5;
2008;Multiples Myelom (C90);25 - 29;<5;<5;
2008;Multiples Myelom (C90);30 - 34;5;10;
2008;Multiples Myelom (C90);35 - 39;19;24;
2008;Multiples Myelom (C90);40 - 44;40;64;
2008;Multiples Myelom (C90);45 - 49;78;132;
2008;Multiples Myelom (C90);50 - 54;118;162;
2008;Multiples Myelom (C90);55 - 59;193;283;
2008;Multiples Myelom (C90);60 - 64;264;360;
2008;Multiples Myelom (C90);65 - 69;468;622;
2008;Multiples Myelom (C90);70 - 74;555;618;
2008;Multiples Myelom (C90);75 - 79;569;542;
2008;Multiples Myelom (C90);80 - 84;489;384;
2008;Multiples Myelom (C90);85+;391;223;
2008;Leukämien (C91-C95);0 - 4;142;159;
2008;Leukämien (C91-C95);5 - 9;84;82;
2008;Leukämien (C91-C95);10 - 14;41;68;
2008;Leukämien (C91-C95);15 - 19;46;74;
2008;Leukämien (C91-C95);20 - 24;54;64;
2008;Leukämien (C91-C95);25 - 29;54;63;
2008;Leukämien (C91-C95);30 - 34;53;92;
2008;Leukämien (C91-C95);35 - 39;122;130;
2008;Leukämien (C91-C95);40 - 44;136;179;
2008;Leukämien (C91-C95);45 - 49;214;302;
2008;Leukämien (C91-C95);50 - 54;302;414;
2008;Leukämien (C91-C95);55 - 59;359;538;
2008;Leukämien (C91-C95);60 - 64;392;648;
2008;Leukämien (C91-C95);65 - 69;768;1.206;
2008;Leukämien (C91-C95);70 - 74;790;1.287;
2008;Leukämien (C91-C95);75 - 79;804;1.006;
2008;Leukämien (C91-C95);80 - 84;814;775;
2008;Leukämien (C91-C95);85+;849;507;
2008;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);0 - 4;<5;<5;
2008;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);5 - 9;<5;<5;
2008;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);10 - 14;<5;<5;
2008;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);15 - 19;<5;<5;
2008;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);20 - 24;<5;6;
2008;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);25 - 29;7;<5;
2008;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);30 - 34;<5;7;
2008;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);35 - 39;7;7;
2008;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);40 - 44;6;6;
2008;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);45 - 49;8;11;
2008;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);50 - 54;11;10;
2008;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);55 - 59;7;7;
2008;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);60 - 64;<5;8;
2008;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);65 - 69;8;10;
2008;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);70 - 74;7;10;
2008;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);75 - 79;5;6;
2008;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);80 - 84;<5;5;
2008;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);85+;6;<5;
2009;Krebs gesamt (C00-C97 ohne C44);0 - 4;319;397;
2009;Krebs gesamt (C00-C97 ohne C44);5 - 9;166;238;
2009;Krebs gesamt (C00-C97 ohne C44);10 - 14;203;252;
2009;Krebs gesamt (C00-C97 ohne C44);15 - 19;479;571;
2009;Krebs gesamt (C00-C97 ohne C44);20 - 24;870;943;
2009;Krebs gesamt (C00-C97 ohne C44);25 - 29;1.576;1.323;
2009;Krebs gesamt (C00-C97 ohne C44);30 - 34;2.448;1.757;
2009;Krebs gesamt (C00-C97 ohne C44);35 - 39;4.688;2.508;
2009;Krebs gesamt (C00-C97 ohne C44);40 - 44;8.992;4.921;
2009;Krebs gesamt (C00-C97 ohne C44);45 - 49;13.835;9.160;
2009;Krebs gesamt (C00-C97 ohne C44);50 - 54;18.108;14.625;
2009;Krebs gesamt (C00-C97 ohne C44);55 - 59;20.953;22.715;
2009;Krebs gesamt (C00-C97 ohne C44);60 - 64;22.864;28.932;
2009;Krebs gesamt (C00-C97 ohne C44);65 - 69;33.112;48.833;
2009;Krebs gesamt (C00-C97 ohne C44);70 - 74;32.968;53.345;
2009;Krebs gesamt (C00-C97 ohne C44);75 - 79;27.226;37.576;
2009;Krebs gesamt (C00-C97 ohne C44);80 - 84;26.202;25.956;
2009;Krebs gesamt (C00-C97 ohne C44);85+;27.296;15.711;
2009;Mundhöhle und Rachen (C00-C14);0 - 4;<5;<5;
2009;Mundhöhle und Rachen (C00-C14);5 - 9;<5;<5;
2009;Mundhöhle und Rachen (C00-C14);10 - 14;6;5;
2009;Mundhöhle und Rachen (C00-C14);15 - 19;14;10;
2009;Mundhöhle und Rachen (C00-C14);20 - 24;10;11;
2009;Mundhöhle und Rachen (C00-C14);25 - 29;16;21;
2009;Mundhöhle und Rachen (C00-C14);30 - 34;32;43;
2009;Mundhöhle und Rachen (C00-C14);35 - 39;48;103;
2009;Mundhöhle und Rachen (C00-C14);40 - 44;102;341;
2009;Mundhöhle und Rachen (C00-C14);45 - 49;270;847;
2009;Mundhöhle und Rachen (C00-C14);50 - 54;380;1.425;
2009;Mundhöhle und Rachen (C00-C14);55 - 59;486;1.634;
2009;Mundhöhle und Rachen (C00-C14);60 - 64;451;1.503;
2009;Mundhöhle und Rachen (C00-C14);65 - 69;469;1.592;
2009;Mundhöhle und Rachen (C00-C14);70 - 74;412;1.264;
2009;Mundhöhle und Rachen (C00-C14);75 - 79;306;616;
2009;Mundhöhle und Rachen (C00-C14);80 - 84;300;407;
2009;Mundhöhle und Rachen (C00-C14);85+;313;193;
2009;Speiseröhre (C15);0 - 4;<5;<5;
2009;Speiseröhre (C15);5 - 9;<5;<5;
2009;Speiseröhre (C15);10 - 14;<5;<5;
2009;Speiseröhre (C15);15 - 19;<5;<5;
2009;Speiseröhre (C15);20 - 24;<5;<5;
2009;Speiseröhre (C15);25 - 29;<5;<5;
2009;Speiseröhre (C15);30 - 34;<5;7;
2009;Speiseröhre (C15);35 - 39;7;16;
2009;Speiseröhre (C15);40 - 44;9;75;
2009;Speiseröhre (C15);45 - 49;41;247;
2009;Speiseröhre (C15);50 - 54;86;478;
2009;Speiseröhre (C15);55 - 59;129;676;
2009;Speiseröhre (C15);60 - 64;161;681;
2009;Speiseröhre (C15);65 - 69;184;1.047;
2009;Speiseröhre (C15);70 - 74;252;887;
2009;Speiseröhre (C15);75 - 79;201;544;
2009;Speiseröhre (C15);80 - 84;156;316;
2009;Speiseröhre (C15);85+;179;125;
2009;Magen (C16);0 - 4;<5;<5;
2009;Magen (C16);5 - 9;<5;<5;
2009;Magen (C16);10 - 14;<5;<5;
2009;Magen (C16);15 - 19;<5;<5;
2009;Magen (C16);20 - 24;<5;6;
2009;Magen (C16);25 - 29;10;11;
2009;Magen (C16);30 - 34;39;32;
2009;Magen (C16);35 - 39;71;64;
2009;Magen (C16);40 - 44;111;176;
2009;Magen (C16);45 - 49;220;370;
2009;Magen (C16);50 - 54;327;517;
2009;Magen (C16);55 - 59;425;807;
2009;Magen (C16);60 - 64;486;885;
2009;Magen (C16);65 - 69;712;1.538;
2009;Magen (C16);70 - 74;1.078;1.983;
2009;Magen (C16);75 - 79;1.085;1.696;
2009;Magen (C16);80 - 84;1.163;1.277;
2009;Magen (C16);85+;1.459;925;
2009;Dünndarm (C17);0 - 4;<5;<5;
2009;Dünndarm (C17);5 - 9;<5;<5;
2009;Dünndarm (C17);10 - 14;<5;<5;
2009;Dünndarm (C17);15 - 19;<5;<5;
2009;Dünndarm (C17);20 - 24;<5;<5;
2009;Dünndarm (C17);25 - 29;<5;5;
2009;Dünndarm (C17);30 - 34;6;6;
2009;Dünndarm (C17);35 - 39;13;12;
2009;Dünndarm (C17);40 - 44;32;33;
2009;Dünndarm (C17);45 - 49;44;62;
2009;Dünndarm (C17);50 - 54;71;92;
2009;Dünndarm (C17);55 - 59;85;117;
2009;Dünndarm (C17);60 - 64;108;135;
2009;Dünndarm (C17);65 - 69;146;192;
2009;Dünndarm (C17);70 - 74;159;148;
2009;Dünndarm (C17);75 - 79;133;161;
2009;Dünndarm (C17);80 - 84;128;114;
2009;Dünndarm (C17);85+;88;66;
2009;Darm (C18-C20);0 - 4;<5;<5;
2009;Darm (C18-C20);5 - 9;<5;<5;
2009;Darm (C18-C20);10 - 14;<5;<5;
2009;Darm (C18-C20);15 - 19;31;18;
2009;Darm (C18-C20);20 - 24;48;34;
2009;Darm (C18-C20);25 - 29;66;34;
2009;Darm (C18-C20);30 - 34;70;87;
2009;Darm (C18-C20);35 - 39;166;193;
2009;Darm (C18-C20);40 - 44;371;443;
2009;Darm (C18-C20);45 - 49;731;1.029;
2009;Darm (C18-C20);50 - 54;1.239;1.775;
2009;Darm (C18-C20);55 - 59;1.729;2.855;
2009;Darm (C18-C20);60 - 64;2.009;3.681;
2009;Darm (C18-C20);65 - 69;3.505;5.952;
2009;Darm (C18-C20);70 - 74;4.758;7.298;
2009;Darm (C18-C20);75 - 79;4.328;5.627;
2009;Darm (C18-C20);80 - 84;5.185;4.211;
2009;Darm (C18-C20);85+;5.903;2.685;
2009;Anus u. Analkanal (C21);0 - 4;<5;<5;
2009;Anus u. Analkanal (C21);5 - 9;<5;<5;
2009;Anus u. Analkanal (C21);10 - 14;<5;<5;
2009;Anus u. Analkanal (C21);15 - 19;<5;<5;
2009;Anus u. Analkanal (C21);20 - 24;<5;<5;
2009;Anus u. Analkanal (C21);25 - 29;<5;<5;
2009;Anus u. Analkanal (C21);30 - 34;6;<5;
2009;Anus u. Analkanal (C21);35 - 39;21;12;
2009;Anus u. Analkanal (C21);40 - 44;48;26;
2009;Anus u. Analkanal (C21);45 - 49;88;57;
2009;Anus u. Analkanal (C21);50 - 54;135;80;
2009;Anus u. Analkanal (C21);55 - 59;133;84;
2009;Anus u. Analkanal (C21);60 - 64;124;71;
2009;Anus u. Analkanal (C21);65 - 69;164;103;
2009;Anus u. Analkanal (C21);70 - 74;135;97;
2009;Anus u. Analkanal (C21);75 - 79;83;70;
2009;Anus u. Analkanal (C21);80 - 84;119;59;
2009;Anus u. Analkanal (C21);85+;140;35;
2009;Leber (C22);0 - 4;8;11;
2009;Leber (C22);5 - 9;<5;<5;
2009;Leber (C22);10 - 14;<5;<5;
2009;Leber (C22);15 - 19;<5;<5;
2009;Leber (C22);20 - 24;<5;<5;
2009;Leber (C22);25 - 29;<5;8;
2009;Leber (C22);30 - 34;5;7;
2009;Leber (C22);35 - 39;16;18;
2009;Leber (C22);40 - 44;29;46;
2009;Leber (C22);45 - 49;54;125;
2009;Leber (C22);50 - 54;103;301;
2009;Leber (C22);55 - 59;153;488;
2009;Leber (C22);60 - 64;176;659;
2009;Leber (C22);65 - 69;327;1.038;
2009;Leber (C22);70 - 74;431;1.268;
2009;Leber (C22);75 - 79;375;887;
2009;Leber (C22);80 - 84;449;620;
2009;Leber (C22);85+;365;315;
2009;Gallenblase und Gallenwege (C23-C24);0 - 4;<5;<5;
2009;Gallenblase und Gallenwege (C23-C24);5 - 9;<5;<5;
2009;Gallenblase und Gallenwege (C23-C24);10 - 14;<5;<5;
2009;Gallenblase und Gallenwege (C23-C24);15 - 19;<5;<5;
2009;Gallenblase und Gallenwege (C23-C24);20 - 24;<5;<5;
2009;Gallenblase und Gallenwege (C23-C24);25 - 29;<5;<5;
2009;Gallenblase und Gallenwege (C23-C24);30 - 34;<5;<5;
2009;Gallenblase und Gallenwege (C23-C24);35 - 39;11;5;
2009;Gallenblase und Gallenwege (C23-C24);40 - 44;18;25;
2009;Gallenblase und Gallenwege (C23-C24);45 - 49;56;52;
2009;Gallenblase und Gallenwege (C23-C24);50 - 54;83;90;
2009;Gallenblase und Gallenwege (C23-C24);55 - 59;137;148;
2009;Gallenblase und Gallenwege (C23-C24);60 - 64;189;204;
2009;Gallenblase und Gallenwege (C23-C24);65 - 69;380;364;
2009;Gallenblase und Gallenwege (C23-C24);70 - 74;524;473;
2009;Gallenblase und Gallenwege (C23-C24);75 - 79;550;382;
2009;Gallenblase und Gallenwege (C23-C24);80 - 84;526;288;
2009;Gallenblase und Gallenwege (C23-C24);85+;677;205;
2009;Bauchspeicheldrüse (C25);0 - 4;<5;<5;
2009;Bauchspeicheldrüse (C25);5 - 9;<5;<5;
2009;Bauchspeicheldrüse (C25);10 - 14;<5;<5;
2009;Bauchspeicheldrüse (C25);15 - 19;<5;<5;
2009;Bauchspeicheldrüse (C25);20 - 24;<5;<5;
2009;Bauchspeicheldrüse (C25);25 - 29;6;7;
2009;Bauchspeicheldrüse (C25);30 - 34;12;12;
2009;Bauchspeicheldrüse (C25);35 - 39;30;25;
2009;Bauchspeicheldrüse (C25);40 - 44;59;98;
2009;Bauchspeicheldrüse (C25);45 - 49;167;236;
2009;Bauchspeicheldrüse (C25);50 - 54;299;497;
2009;Bauchspeicheldrüse (C25);55 - 59;454;714;
2009;Bauchspeicheldrüse (C25);60 - 64;589;890;
2009;Bauchspeicheldrüse (C25);65 - 69;1.107;1.427;
2009;Bauchspeicheldrüse (C25);70 - 74;1.420;1.658;
2009;Bauchspeicheldrüse (C25);75 - 79;1.300;1.222;
2009;Bauchspeicheldrüse (C25);80 - 84;1.348;862;
2009;Bauchspeicheldrüse (C25);85+;1.519;558;
2009;sonstg./n.n.bez. Verdauungsorgane (C26);0 - 4;<5;<5;
2009;sonstg./n.n.bez. Verdauungsorgane (C26);5 - 9;<5;<5;
2009;sonstg./n.n.bez. Verdauungsorgane (C26);10 - 14;<5;<5;
2009;sonstg./n.n.bez. Verdauungsorgane (C26);15 - 19;<5;<5;
2009;sonstg./n.n.bez. Verdauungsorgane (C26);20 - 24;<5;<5;
2009;sonstg./n.n.bez. Verdauungsorgane (C26);25 - 29;<5;<5;
2009;sonstg./n.n.bez. Verdauungsorgane (C26);30 - 34;<5;<5;
2009;sonstg./n.n.bez. Verdauungsorgane (C26);35 - 39;<5;<5;
2009;sonstg./n.n.bez. Verdauungsorgane (C26);40 - 44;<5;5;
2009;sonstg./n.n.bez. Verdauungsorgane (C26);45 - 49;10;12;
2009;sonstg./n.n.bez. Verdauungsorgane (C26);50 - 54;15;17;
2009;sonstg./n.n.bez. Verdauungsorgane (C26);55 - 59;23;25;
2009;sonstg./n.n.bez. Verdauungsorgane (C26);60 - 64;27;35;
2009;sonstg./n.n.bez. Verdauungsorgane (C26);65 - 69;38;98;
2009;sonstg./n.n.bez. Verdauungsorgane (C26);70 - 74;50;66;
2009;sonstg./n.n.bez. Verdauungsorgane (C26);75 - 79;70;62;
2009;sonstg./n.n.bez. Verdauungsorgane (C26);80 - 84;141;65;
2009;sonstg./n.n.bez. Verdauungsorgane (C26);85+;256;62;
2009;Nasenhöhle und Mittelohr (C30);0 - 4;<5;<5;
2009;Nasenhöhle und Mittelohr (C30);5 - 9;<5;<5;
2009;Nasenhöhle und Mittelohr (C30);10 - 14;<5;<5;
2009;Nasenhöhle und Mittelohr (C30);15 - 19;<5;<5;
2009;Nasenhöhle und Mittelohr (C30);20 - 24;<5;<5;
2009;Nasenhöhle und Mittelohr (C30);25 - 29;<5;<5;
2009;Nasenhöhle und Mittelohr (C30);30 - 34;5;<5;
2009;Nasenhöhle und Mittelohr (C30);35 - 39;<5;7;
2009;Nasenhöhle und Mittelohr (C30);40 - 44;9;16;
2009;Nasenhöhle und Mittelohr (C30);45 - 49;22;25;
2009;Nasenhöhle und Mittelohr (C30);50 - 54;20;29;
2009;Nasenhöhle und Mittelohr (C30);55 - 59;27;36;
2009;Nasenhöhle und Mittelohr (C30);60 - 64;28;37;
2009;Nasenhöhle und Mittelohr (C30);65 - 69;29;41;
2009;Nasenhöhle und Mittelohr (C30);70 - 74;22;47;
2009;Nasenhöhle und Mittelohr (C30);75 - 79;19;33;
2009;Nasenhöhle und Mittelohr (C30);80 - 84;18;23;
2009;Nasenhöhle und Mittelohr (C30);85+;20;9;
2009;Nasennebenhöhle (C31);0 - 4;<5;<5;
2009;Nasennebenhöhle (C31);5 - 9;<5;<5;
2009;Nasennebenhöhle (C31);10 - 14;<5;<5;
2009;Nasennebenhöhle (C31);15 - 19;<5;<5;
2009;Nasennebenhöhle (C31);20 - 24;<5;<5;
2009;Nasennebenhöhle (C31);25 - 29;<5;<5;
2009;Nasennebenhöhle (C31);30 - 34;<5;<5;
2009;Nasennebenhöhle (C31);35 - 39;<5;5;
2009;Nasennebenhöhle (C31);40 - 44;6;9;
2009;Nasennebenhöhle (C31);45 - 49;9;20;
2009;Nasennebenhöhle (C31);50 - 54;8;30;
2009;Nasennebenhöhle (C31);55 - 59;11;25;
2009;Nasennebenhöhle (C31);60 - 64;7;28;
2009;Nasennebenhöhle (C31);65 - 69;11;30;
2009;Nasennebenhöhle (C31);70 - 74;13;33;
2009;Nasennebenhöhle (C31);75 - 79;15;27;
2009;Nasennebenhöhle (C31);80 - 84;16;19;
2009;Nasennebenhöhle (C31);85+;18;9;
2009;Kehlkopf (C32);0 - 4;<5;<5;
2009;Kehlkopf (C32);5 - 9;<5;<5;
2009;Kehlkopf (C32);10 - 14;<5;<5;
2009;Kehlkopf (C32);15 - 19;<5;<5;
2009;Kehlkopf (C32);20 - 24;<5;<5;
2009;Kehlkopf (C32);25 - 29;<5;<5;
2009;Kehlkopf (C32);30 - 34;<5;<5;
2009;Kehlkopf (C32);35 - 39;<5;12;
2009;Kehlkopf (C32);40 - 44;17;70;
2009;Kehlkopf (C32);45 - 49;31;178;
2009;Kehlkopf (C32);50 - 54;52;393;
2009;Kehlkopf (C32);55 - 59;70;489;
2009;Kehlkopf (C32);60 - 64;75;488;
2009;Kehlkopf (C32);65 - 69;76;629;
2009;Kehlkopf (C32);70 - 74;55;556;
2009;Kehlkopf (C32);75 - 79;37;335;
2009;Kehlkopf (C32);80 - 84;26;216;
2009;Kehlkopf (C32);85+;31;87;
2009;Lunge (C33-C34);0 - 4;<5;<5;
2009;Lunge (C33-C34);5 - 9;<5;<5;
2009;Lunge (C33-C34);10 - 14;<5;<5;
2009;Lunge (C33-C34);15 - 19;<5;8;
2009;Lunge (C33-C34);20 - 24;5;8;
2009;Lunge (C33-C34);25 - 29;12;10;
2009;Lunge (C33-C34);30 - 34;30;21;
2009;Lunge (C33-C34);35 - 39;88;85;
2009;Lunge (C33-C34);40 - 44;298;333;
2009;Lunge (C33-C34);45 - 49;779;1.101;
2009;Lunge (C33-C34);50 - 54;1.358;2.155;
2009;Lunge (C33-C34);55 - 59;1.812;3.453;
2009;Lunge (C33-C34);60 - 64;2.116;4.279;
2009;Lunge (C33-C34);65 - 69;2.978;7.232;
2009;Lunge (C33-C34);70 - 74;2.765;7.703;
2009;Lunge (C33-C34);75 - 79;2.159;5.618;
2009;Lunge (C33-C34);80 - 84;1.787;3.546;
2009;Lunge (C33-C34);85+;1.362;1.644;
2009;Thymus (C37);0 - 4;<5;<5;
2009;Thymus (C37);5 - 9;<5;<5;
2009;Thymus (C37);10 - 14;<5;<5;
2009;Thymus (C37);15 - 19;<5;<5;
2009;Thymus (C37);20 - 24;<5;<5;
2009;Thymus (C37);25 - 29;<5;<5;
2009;Thymus (C37);30 - 34;<5;<5;
2009;Thymus (C37);35 - 39;<5;<5;
2009;Thymus (C37);40 - 44;7;8;
2009;Thymus (C37);45 - 49;13;18;
2009;Thymus (C37);50 - 54;13;14;
2009;Thymus (C37);55 - 59;19;13;
2009;Thymus (C37);60 - 64;15;15;
2009;Thymus (C37);65 - 69;16;19;
2009;Thymus (C37);70 - 74;19;24;
2009;Thymus (C37);75 - 79;15;16;
2009;Thymus (C37);80 - 84;9;8;
2009;Thymus (C37);85+;<5;<5;
2009;Herz, Mediastinum u. Pleura (C38);0 - 4;<5;<5;
2009;Herz, Mediastinum u. Pleura (C38);5 - 9;<5;<5;
2009;Herz, Mediastinum u. Pleura (C38);10 - 14;<5;<5;
2009;Herz, Mediastinum u. Pleura (C38);15 - 19;<5;<5;
2009;Herz, Mediastinum u. Pleura (C38);20 - 24;<5;5;
2009;Herz, Mediastinum u. Pleura (C38);25 - 29;<5;<5;
2009;Herz, Mediastinum u. Pleura (C38);30 - 34;<5;<5;
2009;Herz, Mediastinum u. Pleura (C38);35 - 39;<5;<5;
2009;Herz, Mediastinum u. Pleura (C38);40 - 44;<5;8;
2009;Herz, Mediastinum u. Pleura (C38);45 - 49;5;8;
2009;Herz, Mediastinum u. Pleura (C38);50 - 54;<5;9;
2009;Herz, Mediastinum u. Pleura (C38);55 - 59;12;11;
2009;Herz, Mediastinum u. Pleura (C38);60 - 64;9;15;
2009;Herz, Mediastinum u. Pleura (C38);65 - 69;14;19;
2009;Herz, Mediastinum u. Pleura (C38);70 - 74;11;28;
2009;Herz, Mediastinum u. Pleura (C38);75 - 79;17;18;
2009;Herz, Mediastinum u. Pleura (C38);80 - 84;16;21;
2009;Herz, Mediastinum u. Pleura (C38);85+;15;12;
2009;sonstg. Brustorgane (C39);0 - 4;<5;<5;
2009;sonstg. Brustorgane (C39);5 - 9;<5;<5;
2009;sonstg. Brustorgane (C39);10 - 14;<5;<5;
2009;sonstg. Brustorgane (C39);15 - 19;<5;<5;
2009;sonstg. Brustorgane (C39);20 - 24;<5;<5;
2009;sonstg. Brustorgane (C39);25 - 29;<5;<5;
2009;sonstg. Brustorgane (C39);30 - 34;<5;<5;
